time,value
1524038000,132.190414
1524038000,124.037941
1524038000,133.011476
1524038000,134.84645
1524039000,137.153946
1524039000,138.386583
1524039000,147.512469
1524040000,148.912513
1524040000,151.681327
1524040000,152.726086
1524040000,152.093795
1524041000,160.778729
1524041000,166.817514
1524041000,169.610707
1524042000,168.68189
1524042000,168.120057
1524042000,172.964988
1524043000,173.653297
1524043000,174.570888
1524043000,178.647667
1524044000,174.693261
1524044000,173.654869
1524044000,173.622138
1524044000,177.137555
1524045000,176.312339
1524045000,177.227194
1524045000,179.026951
1524046000,182.815755
1524046000,183.617732
1524046000,176.028778
1524046000,175.401419
1524047000,176.461
1524047000,174.928584
1524047000,173.039395
1524048000,174.900557
1524048000,173.294848
1524048000,175.399762
1524049000,176.54164
1524049000,174.788707
1524049000,175.152118
1524050000,169.575892
1524050000,170.180774
1524050000,168.899414
1524050000,163.030215
1524051000,163.891115
1524051000,152.631764
1524051000,167.227659
1524052000,162.906777
1524052000,168.586632
1524052000,165.670909
1524052000,162.955038
1524053000,159.166815
1524053000,156.491713
1524053000,163.894076
1524054000,164.64584
1524054000,164.172202
1524054000,153.152094
1524055000,150.550997
1524055000,153.509278
1524055000,153.263085
1524056000,156.249044
1524056000,153.688496
1524056000,150.608082
1524056000,145.057535
1524057000,144.272058
1524057000,149.261119
1524057000,149.435162
1524058000,150.800911
1524058000,149.146052
1524058000,146.191007
1524058000,145.044241
1524059000,144.499643
1524059000,143.653884
1524059000,143.917768
1524060000,145.103689
1524060000,145.548528
1524060000,143.257153
1524061000,142.821548
1524061000,140.524759
1524061000,135.552565
1524062000,140.922292
1524062000,139.671068
1524062000,124.606671
1524062000,137.022144
1524063000,134.012043
1524063000,125.018048
1524063000,131.090254
1524064000,133.336193
1524064000,129.824664
1524064000,129.958579
1524064000,132.120699
1524065000,132.225264
1524065000,134.716857
1524065000,133.548189
1524066000,116.865762
1524066000,128.170547
1524066000,132.457369
1524067000,130.742628
1524067000,132.892372
1524067000,133.366331
1524068000,128.564779
1524068000,126.393162
1524068000,126.193945
1524068000,127.163236
1524069000,129.873618
1524069000,129.83725
1524069000,131.004269
1524070000,131.944028
1524070000,120.453046
1524070000,122.773191
1524070000,122.364682
1524071000,123.043806
1524071000,123.190602
1524071000,123.07789
1524072000,128.114439
1524072000,127.183172
1524072000,127.838325
1524073000,126.152018
1524073000,123.49265
1524073000,126.54473
1524074000,131.430711
1524074000,128.631355
1524074000,129.781749
1524074000,131.432867
1524075000,130.055841
1524075000,127.172557
1524075000,130.370764
1524076000,132.744544
1524076000,133.336327
1524076000,135.059316
1524076000,137.718553
1524077000,139.329598
1524077000,140.145913
1524077000,134.200789
1524078000,139.857874
1524078000,144.54972
1524078000,145.44677
1524079000,148.640982
1524079000,153.644472
1524079000,148.059792
1524080000,151.371507
1524080000,151.192396
1524080000,151.283852
1524080000,153.723122
1524081000,154.0223
1524081000,154.707832
1524081000,150.195744
1524082000,149.543404
1524082000,154.536928
1524082000,156.075689
1524082000,157.320126
1524083000,152.057566
1524083000,154.306663
1524083000,153.220249
1524084000,152.633452
1524084000,152.701968
1524084000,153.850138
1524085000,155.585499
1524085000,154.860856
1524085000,154.142568
1524086000,151.217613
1524086000,154.830754
1524086000,152.173048
1524086000,152.488302
1524087000,154.658224
1524087000,151.340761
1524087000,151.152159
1524088000,149.893753
1524088000,146.505405
1524088000,148.167144
1524088000,149.919364
1524089000,149.223732
1524089000,139.893217
1524089000,146.032692
1524090000,146.161747
1524090000,147.76525
1524090000,149.22559
1524091000,145.33523
1524091000,146.919841
1524091000,148.169345
1524092000,149.105261
1524092000,147.54293
1524092000,142.991581
1524092000,142.479855
1524093000,145.211859
1524093000,140.40733
1524093000,139.82146
1524094000,139.568558
1524094000,136.203989
1524094000,137.24212
1524094000,137.469248
1524095000,138.512927
1524095000,138.970438
1524095000,131.799086
1524096000,133.882859
1524096000,133.312104
1524096000,131.682528
1524097000,130.688371
1524097000,130.681513
1524097000,125.214223
1524098000,123.420753
1524098000,118.890633
1524098000,118.287425
1524098000,114.260866
1524099000,116.297317
1524099000,116.143416
1524099000,109.698293
1524100000,115.434326
1524100000,110.389067
1524100000,111.989431
1524100000,104.796382
1524101000,111.642379
1524101000,108.649784
1524101000,115.563031
1524102000,112.688904
1524102000,112.864718
1524102000,107.544865
1524103000,104.813084
1524103000,98.227877
1524103000,98.543495
1524104000,96.837579
1524104000,94.098931
1524104000,92.819128
1524104000,93.009228
1524105000,96.507764
1524105000,98.126543
1524105000,97.807423
1524106000,99.093244
1524106000,84.582558
1524106000,91.514489
1524106000,91.961556
1524107000,89.599741
1524107000,84.412807
1524107000,80.798126
1524108000,79.449693
1524108000,79.339763
1524108000,79.844821
1524109000,82.32437
1524109000,84.850402
1524109000,91.902503
1524110000,91.081033
1524110000,92.11922
1524110000,79.140679
1524110000,80.508715
1524111000,78.415043
1524111000,78.538497
1524111000,78.830061
1524112000,78.427374
1524112000,75.941694
1524112000,77.580786
1524112000,83.028593
1524113000,85.603999
1524113000,85.153882
1524113000,82.954118
1524114000,86.452167
1524114000,84.131104
1524114000,81.730063
1524115000,83.00977
1524115000,76.538063
1524115000,80.006357
1524116000,79.504639
1524116000,75.579157
1524116000,75.378316
1524116000,75.041509
1524117000,79.210165
1524117000,78.930301
1524117000,83.33727
1524118000,91.221686
1524118000,95.425229
1524118000,91.019827
1524118000,90.642189
1524119000,86.197311
1524119000,86.683511
1524119000,82.662378
1524120000,77.108778
1524120000,83.573572
1524120000,87.21715
1524121000,92.026684
1524121000,92.02005
1524121000,101.902701
1524122000,103.743497
1524122000,105.558334
1524122000,104.188931
1524122000,102.567214
1524123000,102.797919
1524123000,102.798952
1524123000,108.564195
1524124000,112.892428
1524124000,118.717462
1524124000,125.322949
1524124000,132.710921
1524125000,134.688787
1524125000,133.636923
1524125000,135.402869
1524126000,140.54607
1524126000,143.868636
1524126000,146.269684
1524127000,148.496386
1524127000,152.989053
1524127000,154.405876
1524128000,156.241427
1524128000,157.556228
1524128000,170.520879
1524128000,166.352517
1524129000,161.916105
1524129000,167.042266
1524129000,172.26545
1524130000,170.909399
1524130000,164.523342
1524130000,167.493144
1524130000,167.462585
1524131000,166.144725
1524131000,165.494905
1524131000,167.138212
1524132000,182.05721
1524132000,180.921813
1524132000,178.16194
1524133000,180.185777
1524133000,180.48268
1524133000,183.928274
1524134000,181.529575
1524134000,179.543995
1524134000,177.126979
1524134000,176.225259
1524135000,176.323969
1524135000,177.797774
1524135000,178.577857
1524136000,163.280302
1524136000,167.613744
1524136000,163.00001
1524136000,165.09399
1524137000,164.85243
1524137000,166.935263
1524137000,154.757397
1524138000,160.678685
1524138000,157.17306
