time,rain
1519951000,-0.5
1519966000,-0.5
1519994000,-0.5
1519994000,-0.5
1519994000,-0.5
1519994000,-0.5
1520014000,0.2
1520065000,-0.5
1520065000,-0.5
1520337000,0.2
1520341000,0.4
1520342000,0.6
1520342000,0.6
1520342000,0.6
1520342000,0.2
1520343000,0.2
1520343000,0.2
1520345000,0.2
1520345000,0.2
1520345000,0.6
1520346000,0.2
1520346000,0.2
1520346000,0.2
1520347000,0.4
1520347000,0.2
1520347000,0.2
1520348000,0.2
1520348000,0.2
1520351000,0.2
1520370000,0.2
1520371000,0.4
1520371000,0.2
1520372000,0.2
1520585000,0.2
1520586000,0.2
1520589000,0.2
1520600000,0.2
1521657000,0.2
1521659000,0.2
1521660000,0.2
1521661000,0.2
1521662000,0.2
1521662000,0.2
1521663000,0.2
1521664000,0.2
1521664000,0.2
1521665000,0.2
1521666000,0.2
1521666000,0.2
1521667000,0.2
1521667000,0.2
1521667000,0.2
1521668000,0.4
1521668000,0.2
1521668000,0.4
1521669000,0.2
1521669000,0.2
1521670000,0.2
1521670000,0.2
1521670000,0.2
1521670000,0.2
1521671000,0.2
1521671000,0.2
1521672000,0.2
1521672000,0.2
1521672000,0.2
1521673000,0.2
1521674000,0.2
1521675000,0.2
1521676000,0.2
1521677000,0.2
1521677000,0.2
1521677000,0.2
1521678000,0.2
1521678000,0.2
1521679000,0.2
1521679000,0.2
1521680000,0.2
1521680000,0.2
1521681000,0.2
1521682000,0.6
1521682000,0.6
1521682000,0.4
1521682000,0.2
1521683000,0.2
1521683000,0.4
1521683000,0.2
1521684000,0.4
1521684000,0.2
1521684000,0.2
1521685000,0.2
1521685000,0.4
1521685000,0.4
1521686000,0.2
1521686000,0.2
1521686000,0.2
1521686000,0.2
1521687000,0.4
1521687000,0.4
1521687000,0.2
1521688000,0.4
1521688000,0.2
1521688000,0.2
1521689000,0.2
1521689000,0.2
1521690000,0.2
1521691000,0.4
1521692000,0.2
1521692000,0.2
1521692000,0.2
1521693000,0.2
1521693000,0.2
1521694000,0.2
1521694000,0.6
1521694000,0.4
1521695000,0.2
1521695000,0.2
1521695000,0.6
1521696000,0.2
1521696000,0.2
1521696000,0.4
1521697000,0.2
1521697000,0.4
1521698000,0.2
1521698000,0.2
1521698000,0.2
1521699000,0.2
1521699000,0.2
1521700000,0.6
1521700000,0.2
1521701000,0.6
1521701000,0.2
1521701000,0.2
1521702000,0.4
1521702000,0.2
1521703000,0.2
1521703000,0.2
1521703000,0.4
1521704000,0.2
1521705000,0.4
1521706000,0.2
1521706000,0.2
1521707000,0.2
1521710000,0.2
1521711000,0.4
1521711000,0.4
1521711000,0.2
1521712000,0.6
1521713000,0.2
1521713000,0.6
1521713000,0.2
1521714000,0.6
1521714000,0.4
1521714000,0.4
1521715000,0.2
1521715000,0.4
1521715000,0.4
1521716000,0.4
1521716000,0.4
1521716000,0.6
1521716000,0.4
1521717000,0.4
1521717000,0.4
1521717000,0.4
1521718000,0.2
1521718000,0.2
1521718000,0.4
1521719000,0.2
1521719000,0.2
1521719000,0.2
1521720000,0.4
1521720000,0.2
1521721000,0.2
1521721000,0.2
1521722000,0.4
1521722000,0.2
1521722000,0.2
1521723000,0.2
1521723000,0.4
1521724000,0.2
1521724000,0.2
1521725000,0.2
1521726000,0.2
1521727000,0.2
1521728000,0.4
1521728000,0.2
1521728000,0.2
1521729000,0.2
1521729000,0.2
1521730000,0.4
1521730000,0.2
1521731000,0.4
1521731000,0.2
1521731000,0.2
1521732000,0.2
1521732000,0.4
1521732000,0.2
1521733000,0.4
1521733000,0.2
1521733000,0.2
1521734000,0.6
1521734000,0.2
1521734000,0.2
1521735000,0.2
1521736000,0.2
1521736000,0.6
1521736000,0.6
1521736000,0.8
1521737000,0.2
1521737000,0.2
1521738000,0.2
1521738000,0.2
1521738000,0.4
1521739000,0.2
1521740000,0.2
1521741000,0.2
1521743000,0.2
1521752000,0.4
1521770000,0.2
1521773000,0.2
1521775000,0.2
1521775000,0.4
1521776000,0.2
1521778000,0.2
1521806000,0.2
1521806000,0.2
1521806000,0.4
1521807000,0.2
1521807000,0.2
1521808000,0.2
1521812000,0.4
1521813000,0.2
1521814000,0.2
1521815000,0.2
1521835000,0.4
1521836000,0.2
1521841000,0.2
1521846000,0.2
1521848000,0.2
1521849000,0.2
1521855000,0.4
1521872000,0.2
1521921000,0.2
1521922000,0.2
1521922000,1
1521922000,0.2
1521922000,0.4
1521923000,0.2
1521923000,0.2
1521928000,0.2
1521984000,0.2
1522696000,0.2
1522697000,0.2
1523287000,0.2
1523288000,0.4
1523290000,0.2
1523291000,0.2
1523291000,0.2
1523292000,0.2
1523293000,0.2
1523293000,0.2
1523294000,0.2
1523294000,0.2
1523295000,0.2
1523296000,0.2
1523296000,0.2
1523297000,0.2
1523298000,0.2
1523299000,0.2
1523300000,0.2
1523301000,0.2
1523302000,0.2
1523302000,0.2
1523303000,0.2
1523303000,0.2
1523304000,0.2
1523304000,0.2
1523305000,0.2
1523305000,0.2
1523306000,0.2
1523306000,0.2
1523306000,0.2
1523307000,0.2
1523307000,0.2
1523308000,0.2
1523308000,0.2
1523308000,0.2
1523309000,0.2
1523309000,0.4
1523310000,0.2
1523310000,0.2
1523311000,0.2
1523311000,0.2
1523312000,0.2
1523312000,0.2
1523313000,0.2
1523313000,0.2
1523314000,0.2
1523314000,0.4
1523314000,0.2
1523315000,0.2
1523315000,0.2
1523316000,0.2
1523316000,0.2
1523317000,0.2
1523317000,0.2
1523317000,0.2
1523318000,0.4
1523318000,0.2
1523318000,0.2
1523319000,0.2
1523319000,0.2
1523320000,0.2
1523321000,0.2
1523322000,0.2
1523324000,0.4
1523324000,0.2
1523325000,0.2
1523326000,0.2
1523326000,0.2
1523326000,0.2
1523327000,0.2
1523327000,0.2
1523327000,0.2
1523328000,0.4
1523328000,0.2
1523329000,0.2
1523329000,0.2
1523329000,0.2
1523330000,0.2
1523330000,0.2
1523330000,0.6
1523330000,0.2
1523331000,0.2
1523332000,0.2
1523333000,0.2
1523333000,0.2
1523334000,0.4
1523335000,0.2
1523335000,0.2
1523337000,0.2
1523338000,0.2
1523338000,0.4
1523338000,0.2
1523339000,0.2
1523339000,0.6
1523340000,0.2
1523340000,0.2
1523341000,0.2
1523341000,0.4
1523341000,0.2
1523342000,0.6
1523342000,0.2
1523342000,0.2
1523342000,0.2
1523343000,0.2
1523344000,0.2
1523344000,0.2
1523345000,0.4
1523345000,0.4
1523346000,0.2
1523346000,0.2
1523346000,0.4
1523347000,0.4
1523347000,0.2
1523347000,0.2
1523348000,0.2
1523348000,0.2
1523349000,0.2
1523349000,0.2
1523351000,0.2
1523353000,0.2
1523353000,0.6
1523354000,0.8
1523354000,0.6
1523354000,0.4
1523359000,0.2
1523359000,0.2
1523362000,0.4
1523362000,0.2
1523363000,0.2
1523371000,0.8
1523371000,0.4
1523374000,0.4
1523376000,0.2
1523376000,0.2
1523384000,0.2
1523385000,0.2
1523388000,0.2
1523390000,0.2
1523391000,0.2
1523391000,0.8
1523393000,0.2
1523396000,0.8
1523397000,0.2
1523401000,0.2
1523402000,0.4
1523403000,0.2
1523403000,0.2
1523404000,0.2
1523405000,0.4
1523405000,1.2
1523405000,1
1523406000,0.2
1523406000,0.4
1523406000,0.2
1523408000,0.4
1523410000,0.2
1523412000,0.4
1523413000,0.2
1523413000,0.2
1523414000,0.4
1523414000,0.2
1523414000,0.2
1523414000,0.2
1523415000,0.2
1523415000,0.2
1523415000,1
1523416000,1.4
1523416000,0.6
1523416000,0.2
1523416000,0.2
1523417000,0.2
1523417000,0.2
1523417000,0.2
1523418000,0.2
1523420000,0.2
1523421000,0.4
1523421000,0.2
1523421000,0.2
1523422000,0.2
1523423000,0.6
1523424000,0.2
1523424000,0.2
1523426000,0.2
1523427000,0.2
1523429000,0.2
1523429000,0.8
1523430000,0.2
1523432000,0.2
1523433000,0.4
1523433000,0.4
1523433000,0.4
1523435000,0.2
1523437000,0.2
1523438000,0.2
1523439000,0.4
1523439000,0.2
1523442000,0.2
1523443000,0.2
1523447000,0.4
1523449000,0.6
1523450000,0.4
1523451000,0.2
1523453000,0.2
1523453000,0.6
1523454000,0.4
1523454000,0.2
1523454000,0.2
1523455000,0.2
1523455000,0.2
1523458000,0.2
1523468000,0.2
1523468000,0.2
1523471000,0.2
1523475000,0.2
1523487000,0.2
1523488000,0.2
1523488000,0.2
1523488000,0.2
1523554000,0.2
1523554000,0.2
1523555000,0.4
1523555000,0.4
1523556000,0.2
1523556000,0.2
1523839000,0.2
1523858000,0.2
1523858000,0.4
1523859000,0.2
1523859000,0.2
1523859000,0.4
1523860000,0.2
1523860000,0.2
1523860000,0.6
1523861000,0.2
1523861000,0.2
1523861000,0.2
1523862000,0.2
1523864000,0.2
1523867000,0.4
1523867000,0.2
1524341000,1.6
1524341000,1.4
1524341000,0.6
1524342000,0.2
1524343000,0.2
1524344000,0.2
1524347000,0.2
1524348000,0.2
1524348000,1
1524348000,0.4
1524349000,0.2
1524350000,0.2
1524412000,0.2
1524887000,0.2
1524887000,0.2
1524888000,0.2
1524888000,0.2
1524888000,0.4
1524889000,0.2
1524889000,0.2
1524890000,0.2
1524894000,0.2
1524895000,0.2
1524895000,0.2
1524895000,0.2
1524896000,0.2
1524896000,0.4
1524897000,0.2
1524898000,0.2
1524898000,0.2
1524899000,0.2
1524899000,0.2
1524900000,0.4
1524901000,0.2
1524902000,0.2
1524903000,0.2
1524904000,0.2
1524905000,0.2
1524906000,0.2
1524907000,0.2
1524908000,0.4
1524909000,0.2
1524910000,0.2
1524910000,0.2
1524912000,0.2
1524915000,0.2
1524917000,0.2
1524920000,0.2
1524922000,0.4
1524923000,0.2
1524924000,0.2
1524925000,0.2
1524925000,0.2
1524926000,0.2
1524928000,0.2
1524928000,0.2
1524929000,0.2
1524930000,0.4
1524931000,0.2
1524931000,0.2
1524932000,0.2
1524933000,0.2
1524933000,0.2
1524934000,0.2
1524934000,0.2
1524934000,0.2
1524934000,0.2
1524935000,0.2
1524936000,0.4
1524937000,0.2
1524938000,0.2
1524938000,0.2
1524939000,0.2
1524940000,0.2
1524940000,0.2
1524941000,0.2
1524941000,0.2
1524942000,0.2
1524942000,0.4
1524942000,0.2
1524943000,0.2
1524943000,0.2
1524944000,0.2
1524944000,0.2
1524945000,0.2
1524946000,0.2
1524947000,0.2
1524949000,0.4
1524950000,0.2
1524952000,0.2
1524956000,0.2
1524958000,0.2
1524958000,0.2
1524959000,0.2
1524960000,0.2
1524960000,0.2
1524961000,0.4
1524961000,0.2
1524962000,0.2
1524962000,0.2
1524962000,0.2
1524963000,0.2
1524963000,0.2
1524964000,0.4
1524964000,0.2
1524964000,0.2
1524964000,0.2
1524965000,0.2
1524965000,0.2
1524965000,0.2
1524966000,0.4
1524966000,0.2
1524967000,0.2
1524967000,0.2
1524968000,0.2
1524968000,0.2
1524968000,0.2
1524970000,0.4
1524970000,0.2
1524970000,0.2
1524971000,0.2
1524972000,0.2
1524972000,0.2
1524972000,0.6
1524973000,0.2
1524973000,0.2
1524974000,0.2
1524974000,0.2
1524975000,0.4
1524975000,0.2
1524976000,0.2
1524976000,0.2
1524977000,0.2
1524978000,0.4
1524979000,0.2
1524980000,0.2
1524980000,0.2
1524981000,0.2
1524981000,0.4
1524982000,0.2
1524982000,0.2
1524982000,0.2
1524982000,0.4
1524983000,0.2
1524983000,0.2
1524984000,0.2
1524986000,0.4
1524988000,0.2
1524990000,0.2
1524990000,0.2
1524992000,0.4
1524992000,0.2
1524993000,0.2
1524995000,0.2
1524996000,0.2
1524998000,0.4
1524999000,0.2
1525001000,0.2
1525004000,0.2
1525007000,0.4
1525084000,0.2
1525085000,0.2
1525085000,0.2
1525087000,0.2
1525088000,0.2
1525089000,0.2
1525090000,0.4
1525091000,0.2
1525092000,0.2
1525093000,0.2
1525094000,0.2
1526113000,0.2
1526230000,0.2
1526230000,0.2
1526231000,0.2
1526232000,0.2
1526233000,0.2
1526234000,0.2
1526235000,0.2
1526236000,0.2
1526237000,0.2
1526241000,0.2
1526242000,0.2
1526243000,0.2
1526243000,0.2
1526244000,0.2
1526245000,0.2
1526246000,0.2
1526247000,0.2
1526247000,0.2
1526248000,0.2
1526248000,0.4
1526249000,0.4
1526249000,0.2
1526250000,0.2
1526252000,0.2
1526254000,0.2
